%;PORCENTAGEM
DESPORTO;ESPORTE
DESPOSSUÍDA;DESPOSSUIR
DESPOSSUÍDO;DESPOSSUIR
DESPOTISMO;DITADURA
DESPRAZER;DESGOSTAR
DESPREPARADA;DESPREPARADO
DESPRETENCIOSO;HUMILDE
DESPROPOSITO;BESTEIRA
DESPROVIDO;SEM
DESQUITADO;DIVORCIADO
DESQUITE;DIVORCIADO
DESRESPEITA;DESRESPEITO
DESSAS;DESSA
DESSEMELHANTE;DIFERENTE
DESTACADA;DESTACAR
DESTACADO;DESTACAR
DESTEMIDO;CORAJOSO
DESTINADA;DESTINADO
DESTITUIR;DEMITIR
DESTRATAR;XINGAR
DESTRUÍDA;DESTRUIR
DESTRUÍDO;DESTRUIR
DESTRUINDO;DESTRUIR
DESUMANIDADE;DESUMANO
DESUNIÃO;DIVORCIADO
DESUNIR;SEPARAR
DESVAIRAR;LOUCO
DESVARIO;BESTEIRA
DESVELO;CUIDAR
DESVIADA;DESVIADO
DETALHADA;DETALHADO
DETALHADAMENTE;PORMENORIZADAMENTE
DETECTADA;DETECTADO
DETECTANDO;DETECTAR
DETENÇÃO;CADEIA
DETENTO;PRISÃO
DETERIORAR;ESTRAGAR
DETERMINADA;DETERMINADO
DETERMINADO;MANDAR
DETERMINAR;RESOLVER
DETESTAR;ÓDIO
DETESTÁVEL;ÓDIO
DETIAM;DETER
DETIDA;DETIDO
DETONAÇÃO;DETONAR
DETONAR;DETONAR
DETRÁS;ATRÁS
DETRIMENTO;PREJUDICAR
DEVAGAR;DEVAGAR
DEVAGARINHO;DEVAGARZINHO
DEVANEAR;IMAGINAR
DEVANEIO;IMAGINAR
DEVASSO;DESONESTO
DEVASTADA;DEVASTADO
DEVENDO;DEVER
DEVOLUÇÃO;DEVOLVER
DEVOLVIDO;DEVOLVER
DEVORADORA;DEVORADOR
DEVOTO;DISCÍPULO
DIAGNOSTICAR;PESQUISAR
DIAGNOSTICO;DIAGNOSTICAR
DIALOGAÇÃO;DIALOGAR
DIALOGANDO;DIALOGAR
DIÁLOGO;DIALOGAR
DIALOGO;DIALOGAR
DIDÁTICO;DIDÁTICA
DIFERENCIADA;DIFERENCIADO
DIFICÍLIMA;DIFICÍLIMO
DIFICULDADE;DIFÍCIL
DIFUNDINDO;DIFUNDIR
DIFUNDIR;DIALOGAR
DIFUSA;DIFUSO
DIGESTÓRIA;DIGESTÓRIO
DIGITAÇÃO;DIGITAR
DIGITADOR;DIGITAR
DIGITALIZADA;DIGITALIZADO
DIGNIDADE;DIGNO
DILAÇÃO;DEVAGAR
DILACERAR;RASGAR
DILIGÊNCIA;CUIDAR
DILIGENCIAR;PEDIR
DILIGENTE;CUIDAR
DIM-DIM;DINDIN
DIMINUÍDA;DIMINUÍDO
DIMINUINDO;DIMINUIR
DIMINUTO;PEQUENO
DINDIN;SACOLÉ
DIN-DIN;DINDIN
DIREÇÃO;CAMINHO
DIRECIONADA;DIRECIONADO
DIRETO;DIRETA
DIRETORA;DIRETOR
DIRETRIZES;DIRETRIZ
DIRIGENTE;CHEFE
DIRIGINDO;DIRIGIR
DISCANDO;DISCAR
DISCENTE;ALUNO
DISCERNIMENTO;RAZÃO
DISCÓRDIA;DISCORDAR
DISCORRER;FALAR
DISCOTECA;BOATE
DISCRIMINAÇÃO;DISCRIMINAR
DISCURSAR;SEMINÁRIO
DISCURSO;SEMINÁRIO
DISCUTIDA;DISCUTIDO
DISCUTIDO;DISCUTIR
DISCUTINDO;DISCUTIR
DISCUTIR;DISCUSSÃO
DISENTERIA;DIARRÉIA
DISFARCE;MÁSCARA
DISINTERIA;DIARREIA
DÍSPAR;DIFERENTE
DISPARATE;BESTEIRA
DISPARIDADE;DIFERENÇA
DISPENDIOSO;CARO
DISPENSADO;DESEMPREGADO
DISPENSAR;ISENTAR
DISPERSAR;ESPALHAR
DISPERSO;ESPALHAR
DISPLICÊNCIA;NEGLIGENTE
DISPLICENTE;NEGLIGENTE
DISPONIBILIZADA;DISPONIBILIZAR
DISPONIBILIZADO;DISPONIBILIZAR
DISPONIBILIZANDO;DISPONIBILIZAR
DISPONÍVEL;PRONTO
DISPOSTA;DISPOSTO
DISPUTAR;COMPETIR
DISRIBUÍDO;DISTRIBUIR
DISSABOR;MÁGOA
DISSEMINANDO;DISSEMINAR
DISSIMULAÇÃO;FINGIR
DISSIMULADA;DISSIMULADO
DISSIMULADO;FINGIR
DISSIMULAR;FINGIR
DISTANCIA;DISTANCIAR
DISTANCIAR;DISTÂNCIA
DISTANTE;DISTÂNCIA
DISTENDIDO;PROLONGADO
DISTINGUI;DISTINGUIR
DISTINTA;DISTINTO
DISTINTIVO;MEDALHA
DISTINTO;DISTINÇÃO
DISTRAÇÃO;DISTRAIDO
DISTRAIR;CONFUNDIR
DISTRIBUIÇÃO;DISTRIBUIR
DISTRIBUÍDA;DISTRIBUIR
DISTRIBUINDO;DISTRIBUIR
DITADA;DITADO
DITANDO;DITAR
DITO;FALAR
DIURNO;MANHÃ
DIVERSA;DIVERSO
DIVERSOS;VÁRIOS
DIVIDIDA;DIVIDIDO
DIVIDIR;DIVISÃO
DIVINA;DIVINO
DIVÓRCIO;DIVORCIADO
DIVULGADA;DIVULGADO
DIVULGANDO;DIVULGAR
DIZENDO;DIZER
DIZER;FALAR
DÓ;PIEDADE
DOA;DOAR
DOAÇÃO;DAR
DOAR;DAR
DOBRA;DOBRAR
DOBRADURA;DOBRAR
DOBRÁVEL;DOBRAR
DOCENTE;PROFESSOR
DOENÇA;DOENTE
DOIDICE;DOIDO
DOLAR;DINHEIRO
DOLORIDO;DOER
DOLOROSO;DOER
DOM;VOCAÇÃO
DOMÁCEAS;DOMÁCEA
DOMESTICADA;DOMESTICADO
DOMESTICO;DOMESTICAR
DOMICÍLIO;CASA
DOMINADA;DOMINADO
DOMINADO;MANDAR
DOMINANDO;DOMINAR
DOMINAR;MANDAR
DOMINICAL;DOMINGO
DONO;DIRETOR
DONOS;DONO
DOR;DOER
DORMIREM;DORMIR
DORMITÓRIO;QUARTO
DORSO;COSTAS
DOTADA;DOTADO
DOUTORA;DOUTOR
DOUTORANDO;DOUTORAR
DRÁSTICA;DRÁSTICO
DRINQUE;BEBIDA
DROGARIA;FARMÁCIA
DROPS;BALA
DROPS;BOMBOM
DUCHA;CHUVEIRO
DUELO;COMPETIR
DUETO;DUPLA
DULCIFICAR;DOCE
DUO;DUPLA
DUPLICADA;DUPLICADO
DURA;DURO
DURADOURO;DEVAGAR
DUVIDO;DUVIDAR
DUVIDOSO;DÚVIDA
ÉBRIO;BÊBADO
EBULIÇÃO;FERVER
ECÓLOGA;ECÓLOGO
ECOLÓGICA;ECOLÓGICO
ECONÔMICO;BARATO
ECONOMISTA;ECONOMIA
ECONOMIZADA;ECONOMIZADO
EDIÇÃO;EDITAR
EDIFICAÇÃO;EDIFÍCIO
EDIFICADA;EDIFICAR
EDIFICADO;EDIFICAR
EDIFICAR;CONSTRUIR
EDITADA;EDITADO
EDITANDO;EDITAR
EDITORA;EDITOR
EDREDOM;COBERTOR
EDUCAÇÃO;ENSINAR
EDUCADO;EDUCADO
EDUCAR;ENSINAR
EDULCORAR;DOCE
EFÊMERA;EFÊMERO
EFERVECER;EFERVECENTE
EFETIVAR;CONFIRMAR
EFICAZ;EFICIENTE
EGÍPCIO;EGITO
EGOISMO;EGOÍSTA
EGOÍSMO;EGOISTA
ÉGUA;CAVALO
EJACULAÇÃO;EJACULAR
EJETAR;REMOVER
ELA;ELE
ELABORA;ELABORAR
ELASTICIDADE;ELASTICO
ELAVADA;ELEVAR
ELEGÂNCIA;ELEGANTE
ELEGER;VOTAR
ELEITO;VOTAR
ELEITOR;VOTAR
ELEITORAL;VOTAR
ELENQUEI;ELENCAR
ELÉTRICA;ELÉTRICO
ELÉTRICA;ELÉTRICO
ELÉTRICO;ELETRICIDADE
ELETROCUTADO;ELETRICIDADE
ELETROCUTAR;CHOQUE
ELETRÔNICA;ELETRÔNICO
ELEVAÇÃO;DESENVOLVER
ELEVADA;ELEVADO
ELEVADO;ELEVAR
ELIMINADA;ELIMINADO
ELIMINADO;ELIMINAR
ELIMINAR;ELIMINAR
ELIMINAR;REMOVER
ELO;CORRENTE
ELOGIADA;ELOGIADO
ELOS;CORRENTE
ELUCIDAR;CLAREAR
EMAGRECER;MAGRO
EMANA;EMANAR
EMBAIXO;ABAIXO
EMBARACADO;VERGONHA
EMBARAÇAR;VERGONHA
EMBARAÇO;ENVERGONHAR
EMBARAÇO;VERGONHA
EMBARALHAR;MISTURAR
EMBARCAÇÃO;BARCO
EMBASBACADO;ESPANTADO
EMBATER;DISCUTIR
EMBEBER;ABSORVER
EMBLEMA;MEDALHA
EMBOLORADO;MOFO
EMBORCAR;VIRAR
EMBRIAGADO;BÊBADO
EMBRIAGUEZ;BÊBADO
EMBUSTE;MENTIRA
EMBUTIDA;EMBUTIDO
EMENDAR;JUNTO
EMINENTE;FAMOSO
EMOÇÃO;EMOCIONAR
EMOCIONADA;EMOCIONADO
EMOCIONADO;EMOCIONAR
EMOCIONANTE;EMOCIONAR
EMOLDURAR;QUADRO
EMOTIVO;EMOCIONAR
EMPÁFIA;METIDO
EMPAFIOSO;METIDO
EMPANTURRAR;ENCHER
EMPENHANDO;EMPENHAR
EMPESTEANDO;EMPESTEAR
EMPÍRICA;EMPÍRICO
EMPOEIRADO;POEIRA
EMPORCALHADO;LAMBUZAR
EMPORCALHAR;LAMBUZAR
EMPREENDER;FAZER
EMPREITA;CONSTRUIR
EMPREITADA;EMPREITADO
EMPREITEIRO;CONSTRUIR
EMPRESARIO;EMPRESARIAR
EMPRESTADO;EMPRESTAR
EMPURRADA;EMPURRADO
ENCABULAR;VERGONHA
ENCAIXAR;COLOCAR
ENCAIXARIA;ENCAIXAR
ENCALÇADA;ENCALÇADO
ENCAMAR;DOENTE
ENCAMINHADA;ENCAMINHADO
ENCAMINHANDO;ENCAMINHAR
ENCAMINHAR;GUIAR
ENCAMPADA;ENCAMPADO
ENCANADA;ENCANADO
ENCANAMENTO;CANO
ENCAPETADO;DIABO
ENCAPUZAR;CAPUZ
ENCARACOLADO;CACHEADO
ENCARACOLAR;ENROLAR
ENCARADA;ENCARADO
ENCARCERADO;PRISÃO
ENCARCERAR;PRENDER
ENCARGO;DEVER
ENCARREGADA;ENCARREGADO
ENCÉFALO;CÉREBRO
ENCERRADA;ENCERRADO
ENCERRAR;ACABAR
ENCHENDO;ENCHER
ENCOBRIR;ESCONDER
ENCOLERIZADO;IRRITADO
ENCONTRADA;ENCONTRADO
ENCONTRANDO;ENCONTRAR
ENCONTRO;ENCONTRAR
ENCOSTA;LADEIRA
ENCRAVADA;ENCRAVADO
ENCRENCA;COMPLICADO
ENCURTAR;ABREVIAR
ENDÊMICA;ENDÊMICO
ENDEMONIADO;DIABO
ENDERECAR;ENVIAR
ENDERECO;RUA
ENDIABRADO;DIABO
ENDIVIDADO;DÍVIDA
ENDOIDECER;LOUCO
ENERGÉTICA;ENERGÉTICO
ENÉRGICO;EXIGIR
ENÉRGICO;VEEMENTE
ENEVOADO;NUBLADO
ENFADADO;CANSADO
ENFADAR;ABORRECER
ENFADO;CANSADO
ENFASTEAR;ABORRECER
ENFATUADO;METIDO
ENFERMAR;DOENTE
ENFERMARIA;ENFERMAGEM
ENFERMEIRA;ENFERMAGEM
ENFERMIDADE;DOENTE
ENFERMO;DOENTE
ENFILEIRADO;FILA
ENFILEIRAR;FILA
ENFRAQUECER;FRACO
ENFRAQUECIDO;FRACO
ENFRAQUECIMENTO;FRACO
ENFRENTANDO;ENFRENTAR
ENFRENTAR;COMPETIR
ENGABELAR;ENGANAR
ENGAJADA;ENGAJADO
ENGALFINHADA;ENGALFINHAR
ENGALFINHADO;ENGALFINHAR
ENGANAR;ENGANADO
ENGANO;ENGANADO
ENGARRAFAMENTO;TRÂNSITO
ENGENHEIRO;ENGENHARIA
ENGENHOSO;ESPERTO
ENGESSADA;ENGESSADO
ENGORDANDO;ENGORDAR
ENGORDURADO;LAMBUZAR
ENGORDURAR;LAMBUZAR
ENGRAVATADO;GRAVATA
ENGRAVATAR;GRAVATA
ENGRAVIDADA;GRÁVIDA
ENGRAVIDAR;GRÁVIDA
ENJEITADO;DESPREZADO
ENJOADO;NÁUSEA
ENJOO;NÁUSEA
ENLOUQUECIDA;ENLOUQUECIDO
ENLOUQUECIDA;ENLOUQUECIDO
ENORMIDADE;GRANDE
ENRAIZAR;RAIZ
ENROUPAR;VESTIR
ENSABOADA;ENSABOAR
ENSABOADO;ENSABOAR
ENSANDECER;LOUCO
ENSEADA;BAÍA
ENSEJO;OPORTUNIDADE
ENSINADA;ENSINADO
ENSINADO;ENSINAR
ENSINAMENTO;ENSINAR
ENSINO;ENSINAR
ENTE;PARENTE
ENTENDENDO;ENTENDER
ENTENDEREM;ENTENDER
ENTENDERMOS;ENTENDER
ENTERRADA;ENTERRAR
ENTERRADO;ENTERRAR
ENTERRO;FUNERAL
ENTIDADE;GRUPO
ENTORNAR;DERRAMAR
ENTORPECENTE;DROGA
ENTORPECER;TORPOR
ENTORPECIDO;TORPOR
ENTORTADA;ENTORTADO
ENTRADA;ENTRADO
ENTRANDO;ENTRAR
ENTREGAR;DAR
ENTRELAÇADO;ENTRELAÇAR
ENTRELAÇANDO;ENTRELAÇAR
ENTREMETER;INTROMISSÃO
ENTRES;ENTRAR
ENTRETANTO;MAS
ENTREVISTA;ENTREVISTAR
ENTRISTECER;TRISTE
ENTULHO;LIXO
ENTUSIASMADO;CONTENTE
ENTUSIASMAR;FELIZ
ENUMERAÇÃO;LISTAR
ENUNCIADA;ENUNCIAR
ENUNCIADO;ENUNCIAR
ENVELOPAR;ENVELOPE
ENVERGONHADO;ENVERGONHAR
ENVERNIZAR;LUSTRAR
ENVIADA;ENVIADO
ENVIAMO;ENVIAR
ENVIANDO;ENVIAR
ENVOLVENDO;ENVOLVER
ENVOLVIDA;ENVOLVIDO
ENVOLVIDO;ENVOLVER
ENXAQUECA;CEFALÉIA
ENXERGAR;VER
ENXUGAR;SECAR
EPIDERME;PELE
EPILAÇÃO;DEPILAR
EPISCOPADO;BISPO
EPISCOPAL;BISPO
EPISTÊMICA;EPISTÊMICO
EPÍTETO;APELIDO
ÉPOCA;PASSADO
EQUACIONADA;EQUACIONADO
EQUESTRE;CAVALO
EQUILIBRADA;EQUILIBRAR
EQUILIBRADO;EQUILIBRAR
EQUILÍBRIO;EQUILIBRISTA
EQUINO;CAVALO
EQUIPA;EQUIPAR
EQUIPE;GRUPO
EQUIVALENTE;IGUALDADE
EQUIVOCAR;CONFUNDIR
EQUÍVOCO;CONFUNDIR
ERA;PASSADO
ERGUER;LEVANTAR
ERIGIR;CONSTRUIR
ERRADA;ERRADO
ERRADO;ERRAR
ERRO;ERRAR
ERRÔNEO;ERRAR
ERUCTAR;ARROTAR
ESBARRA;ESBARRAR
ESBOFETEADO;ESBOFETEAR
ESBOFETEAR;ESBOFETEAR
ESBORDOAR;ESBOFETEAR
ESBURACAR;FURAR
ESCABROSO;DIFÍCIL
ESCADARIA;ESCADA
ESCAFEDER;FUGIR
ESCALADA;ESCALAR
ESCALO;ESCALAR
ESCANER;SCANNER
ESCAPAR;FUGIR
ESCAPE;FUGIR
ESCARAVELHO;BESOURO
ESCARRAR;CUSPIR
ESCARRO;CUSPIR
ESCASSEAR;FALTAR
ESCASSEIS;ESCASSAR
ESCASSO;POUCO
ESCLARECER;EXPLICAR
ESCLARECIMENTO;EXPLICAR
ESCOLHA;ESCOLHER
ESCOLHIDA;ESCOLHIDO
ESCOLTAR;GUIAR
ESCOPETA;ESPINGARDA
ESCORCHAR;DESCASCAR
ESCORIADO;ARRANHAR
ESCORIAR;ARRANHAR
ESCOTERISMO;ESCOTEIRO
ESCOTISMO;ESCOTEIRO
ESCOVA;ESCOVAR
ESCOVAÇÃO;ESCOVAR
ESCRAVATURA;ESCRAVO
ESCRAVIDÃO;ESCRAVO
ESCRAVIZADO;ESCRAVO
ESCRITA;ESCREVER
ESCRITÓRIO;SECRETARIA
ESCRITURA;DOCUMENTO
ESCROTO;TESTÍCULO
ESCRÚPULO;HONESTO
ESCRUPULOSO;HONESTO
ESCULTURA;ESTÁTUA
ESCURIDÃO;ESCURO
ESCUTAR;OUVIR
ESFERA;BOLA
ESFÉRICO;REDONDO
ESFEROGRÁFICA;CANETA
ESFOLADO;ARRANHAR
ESFOLAR;ARRANHAR
ESFOMEADO;FOME
ESFORÇAR;ESFORÇO
ESFUMAÇADO;FUMAÇA
ESFUMAÇAR;FUMAÇA
ESGARAVATAR;CISCAR
ESGOTAR;ACABAR
ESGRAVATAR;CISCAR
ESGRIMISTA;ESGRIMA
ESMERAR;CUIDAR
ESMIGALHAR;MIGALHA
ESMOLA;ESMOLAR
ESMOLEIRO;MENDIGO
ESMURRAR;GOLPEAR
ESNOBE;METIDO
ESNOBISMO;METIDO
ESPAÇO;ÁREA
ESPAÇOSO;AMPLO
ESPADACHIM;ESGRIMA
ESPÁDUA;OMBRO
ESPAGUETE;MACARRÃO
ESPALDA;OMBRO
ESPALHADO;ESPALHAR
ESPANCADO;ESPANCAR
ESPANCAMENTO;ESBOFETEAR
ESPANCAR;ESBOFETEAR
ESPANHOL;ESPANHA
ESPANTAR;ESPANTADO
ESPARGIR;ESPALHAR
ESPARRAMAR;ESPALHAR
ESPARSO;ESPALHAR
ESPECIALIZAÇÃO;ESPECIALISTA
ESPECIALIZADA;ESPECIALIZAR
ESPECIALIZADO;ESPECIALIZAR
ESPECIALIZANDO;ESPECIALIZAR
ESPÉCIE;TIPO
ESPECÍFICA;ESPECÍFICO
ESPECIFICADA;ESPECIFICADO
ESPECTADOR;ASSISTIR
ESPECTRO;ALMA
ESPECULANDO;ESPECULAR
ESPERADA;ESPERADO
ESPERANÇOSO;ESPERANÇA
ESPERANDO;ESPERAR
ESPERMATOZÓIDE;ESPERMA
ESPERTAR;ACORDAR
ESPERTEZA;ESPERTO
ESPESSO;GROSSO
ESPESSURA;GROSSO
ESPETADA;ESPETADO
ESPIADA;CURIOSO
ESPIÃO;CURIOSO
ESPIAR;CURIOSO
ESPINHA;ACNE
ESPIONAGEM;CURIOSO
ESPIRALADO;ESPIRAL
ESPÍRITA;ESPIRITISMO
ESPIRITUALIDADE;ESPIRITISMO
ESPIRITUOSO;ENGRAÇADO
ESPIRRO;ESPIRRAR
ESPLÊNDIDA;ESPLÊNDIDO
ESPONTÂNEO;NATURAL
ESPORTISTA;JOGADOR
ESPOSO;MARIDO
ESPREGUIÇADEIRA;CADEIRA
ESPREITAR;CURIOSO
ESPREMIDO;APERTAR
ESPUMANTE;CHAMPANHE
ESQUARTEJADA;ESQUARTEJADO
ESQUECENDO;ESQUECER
ESQUECIDA;ESQUECER
ESQUECIDO;ESQUECER
ESQUECIDO;ESQUECER
ESQUECIMENTO;ESQUECER
ESQUELETO;CAVEIRA
ESQUENTADO;NERVOSO
ESQUENTAR;FERVER
ESQUERDA;ESQUERDO
ESQUI;ESQUIAR
ESQUIFE;CAIXÃO
ESQUISITA;ESQUISITO
ESQUIVAR;EVITAR
ESSENCIAL;PRECISAR
ESTABELECEREM;ESTABELECER
ESTABELECIDA;ESTABELECIDO
ESTABELECIMENTO;LOCAL
ESTACIONADA;ESTACIONADO
ESTACIONAMENTO;GARAGEM
ESTAFE;GRUPO
ESTAGIÁRIA;ESTAGIÁRIO
ESTAMPA;DESENHAR
ESTANDARDIZAÇÃO;IGUAL
ESTANDARDIZAÇÃO;IGUALDADE
ESTANDARDIZAR;IGUALDADE
ESTANDARTE;BANDEIRA
ESTAPEADO;ESBOFETEAR
ESTAPEAR;ESBOFETEAR
ESTARMOS;ESTAR
ESTÁTICA;ESTÁTICO
ESTÁTICO;PARAR
ESTELANTE;ESTRELADO
ESTELINGUE;BALEADEIRA
ESTENDENDO;ESTENDER
ESTENDIDA;ESTENDIDO
ESTERÓIDE;ANOBOLIZANTE
ESTILHAÇO;ESTILHAÇAR
ESTILINGUE;BALEADEIRA
ESTIMADA;ESTIMADO
ESTIMULANDO;ESTIMULAR
ESTIOLADO;MURCHAR
ESTIOLAR;MUCHAR
ESTIOLAR;MURCHAR
ESTIVEREM;ESTIVER
ESTÓRIA;HISTÓRIA
ESTORVAR;CONFUNDIR
ESTORVAR;INCOMODAR
ESTOURADA;ESTOURADO
ESTOURADÍSSIMO;ESTOURADÍSSIMA
ESTOURAR;EXPLODIR
ESTRAÇALHAR;ESTILHAÇAR
ESTRADA;CAMINHO
ESTRAGADO;ESTRAGAR
ESTRAGO;ESTRAGAR
ESTRAMBÓLICO;ESTRANHO
ESTRANGEIRO;EXTERIOR
ESTRANGULAR;SUFOCAR
ESTRANHA;ESTRANHO
ESTRATÉGICA;ESTRATÉGICO
ESTREITAR;APERTAR
ESTREITO;APERTAR
ESTREMECER;MOVIMENTO
ESTRONDO;BARULHENTO
ESTRUTURADA;ESTRUTURADO
ESTRUTURANDO;ESTRUTURAR
ESTUDADA;ESTUDADO
ESTUDANDO;ESTUDAR
ESTUDANTE;ALUNO
ESTUDAVA;ESTUDAR
ESTUDO;ESTUDAR
ESTUPEFADO;ESPANTADO
ESTUPEFATO;ESPANTADO
ESTUPRADOR;ESTUPRAR
ESTUPRO;ESTUPRAR
ETERNAMENTE;ETERNO
ETERNIDADE;ETERNO
ÉTICA;ÉTICO
ETIQUETAR;ROTULAR
ETNOGRÁFICA;ETNOGRÁFICO
ETNOLÓGICA;ETNOLÓGICO
EVACUAR;DEFECAR
EVADIR;FUGIR
EVANGELHO;LIVRO
EVANGELIZADOR;MISSIONÁRIO
EVAPORAR;VAPOR
EVASÃO;FUGIR
EVENTO;SEMINÁRIO
EVENTUALMENTE;TALVEZ
EVIDENCIAR;MOSTRAR
EVITADA;EVITADO
EVITANDO;EVITAR
EVOLUÇÃO;DESENVOLVER
EVOLUINDO;EVOLUIR
EVOLUIR;DESENVOLVER
EVOLUTIVA;EVOLUTIVO
EXACERBAÇÃO;IRRITADO
EXACERBADO;IRRITADO
EXAGERADO;EXAGERAR
EXALAR;SUAR
EXALTADO;NERVOSO
EXALTAR;ELOGIAR
EXAME;AVALIAÇÃO
EXAMINAR;PESQUISAR
EXASPERAÇÃO;IRRITADO
EXASPERADO;IRRITADO
EXATA;EXATO
EXATIDÃO;CERTO
EXATO;CERTO
EXAURIDO;CANSADO
EXAURIR;ACABAR
EXCEDENTE;MUITO
EXCELENTE;MAGNÍFICO
EXCÊNTRICO;ESTRANHO
EXCESSIVAMENTE;MUITO
EXCESSO;MUITO
EXCITAÇÃO;TESÃO
EXCITADO;FELIZ
EXCLUÍDA;EXCLUÍDO
EXCLUIR;TIRAR
EXCLUSIVA;ÚNICO
EXCLUSIVAMENTE;SOZINHO
EXCLUSIVO;ÚNICO
EXCREMENTO;DEFECAR
EXCRETAR;DEFECAR
EXECRAR;RAIVA
EXECUTADA;EXECUTAR
EXECUTADO;EXECUTAR
EXECUTANDO;EXECUTAR
EXECUTORA;EXECUTOR
EXEMPLARES;EXEMPLAR
EXEMPLOS;EXEMPLO
EXERCENDO;EXERCER
EXERCIDA;EXERCIDO
EXIBIR;MOSTRAR
EXIGENTE;EXIGIR
EXIGENTE;EXIGIR
EXIGIDA;EXIGIDO
EXIGINDO;EXIGIR
EXILADA;EXILAR
EXILADO;EXILAR
EXIMIR;ISENTAR
EXISTE;EXISTIR
EXISTÊNCIA;VIVER
ÊXITO;VENCER
EXONERADO;DESPEDIDO
EXONERANDO;EXONERAR
EXORBITANDO;EXORBITAR
EXORTAR;PESQUISAR
EXPANDIDA;EXPANDIDO
EXPANDINDO;EXPANDIR
EXPECTANTE;ESPERAR
EXPECTATIVA;ESPERANÇA
EXPEDIR;ENVIAR
EXPELIR;EXPULSAR
EXPERIMENTADA;EXPERIMENTAR
EXPERIMENTADO;EXPERIMENTAR
EXPERIMENTAR;TESTAR
EXPLANAÇÃO;SEMINÁRIO
EXPLANAR;EXPLICAR
EXPLICAÇÃO;EXPLICAR
EXPLICADA;EXPLICADO
EXPLICANDO;EXPLICAR
EXPLORADA;EXPLORADO
EXPLORANDO;EXPLORAR
EXPLOSÃO;EXPLODIR
EXPOR;MOSTRAR
EXPORTADA;EXPORTADO
EXPOSTA;EXPOSTO
EXPRESSA;EXPRESSO
EXPRESSÃO;ROSTO
EXPRESSAR;FALAR
EXPRESSIVA;EXPRESSIVO
EXPRIMIR;FALAR
EXPULSO;EXPULSAR
EXTENSO;COMPRIDO
EXTERIORIZADA;EXTERIORIZADO
EXTINTA;EXTINTO
EXTRAÍDA;EXTRAÍDO
EXTRAIR;SUGAR
EXTRAORDINÁRIA;EXTRAORDINÁRIO
EXTRAPOLANDO;EXTRAPOLAR
EXTRAVASAR;TRANSBORDAR
FABRICAÇÃO;FÁBRICA
FABRICAR;FÁBRICA
FÁBULA;HISTÓRIA
FACÃO;FACA
FACETO;CARINHO
FACILIDADE;FÁCIL
FACILIMO;FÁCIL
FACILÍSSIMO;FÁCIL
FACILITADA;FACILITAR
FACILITADO;FACILITAR
FACILITANDO;FACILITAR
FACILMENTE;FÁCIL
FADADA;FADAR
FADADO;FADAR
FADIGA;CANSADO
FALADOR;FOFOQUEIRO
FALANDO;FALAR
FALECER;MORRER
FALECIDO;MORRER
FALECIMENTO;MORRER
FALÊNCIA;BANCARROTA
FALHA;ERRAR
FALHAR;ERRAR
FALINDO;FALIR
FALSA;FALSO
FALSIDADE;FALSO
FALSIFICAÇÃO;ERRADO
FALSIFICADO;ERRADO
FALSIFICADO;FALSIFICAÇÃO
FALSIFICAR;ERRADO
FALTANDO;FALTAR
FAMA;FAMOSO
FAMILIAR;FAMÍLIA
FAMILIARIZADO;ACOSTUMAR
FAMINTO;FOME
FAMOSA;FAMOSO
FANTASIA;IMAGINAR
FANTASIAR;IMAGINAR
FANTASIOSO;IMAGINAR
FANTASMA;ALMA
FANTASMAGÓRICO;ALMA
FANTÁSTICA;FANTÁSTICO
FARAÓ;EGITO
FARAÔNICO;EGITO
FARINGE;GARGANTA
FARISCAR;FAREJAR
FARMACÊUTICO;HOMEM_FARMÁCIA
FARMACOPEIA;FARMÁCIA
FARTAR;SACIAR
FARTURA;MUITO
FASCINADA;FASCINADO
FASE;ETAPA
FATALIDADE;DESGRAÇA
FATIA;FATIAR
FATIADA;FATIADO
FATIANDO;FATIAR
FATIGADO;CANSADO
FAUNA;ANIMAIS
FAUNÍSTICA;FAUNÍSTICO
FAVELADO;FAVELA
FAZENDO;FAZER
FAZERMOS;FAZER
FEALDADE;FEIO
FEBRIL;FEBRE
FECHADA;FECHADO
FECHADO;FECHAR
FECHANDO;FECHAR
FECHO;FECHAR
FEDERATIVA;FEDERATIVO
FEDIDO;FEDIDO
FEDOR;FEDIDO
FEDORENTO;FEDIDO
FEITA;FEITO
FEITICEIRA;BRUXA
FEIURA;FEIO
FELICIDADE;FELIZ
FELICIDADE;FELIZ
FELICITAÇÕES;PARABÉNS
FELICITANDO;FELICITAR
FELICITAR;PARABÉNS
FÊMEA;MULHER
FEMEEIRO;MULHERENGO
FEMININO;MULHER
FENDIDO;QUEBRAR
FERETRO;CAIXÃO
FERIMENTO;FERIDA
FERRAMENTAL;FERRAMENTA
FÉRREO;FERRO
FERROSO;FERRO
FERVENTE;FERVER
FESTEJO;FESTA
FESTIM;BANQUETE
FESTIVIDADE;FESTA
FETIDO;PODRE
FÉTIDO;FEDIDO
FEZES;MERDA
FIAÇÃO;FIO
FIADOR;FIANÇA
FIASCO;ERRADO
FICANDO;FICAR
FICÇÃO;HISTÓRIA
FICHA;INSCRIÇÃO
FIDEDIGNO;FIEL
FIDELIDADE;FIEL
FILEIRA;FILA
FILMADORA;FILMAR
FILMAGEM;FILMAR
FILOSOFAR;FILOSOFIA
